game_type,week,away_team,home_team,away_rest,home_rest,location,result
REG,11,DET,BAL,7,7,Home,
REG,11,GB,PIT,7,7,Home,
REG,11,MIN,CIN,7,7,Home,
REG,11,ATL,NYJ,7,7,Home,
REG,11,CAR,MIA,7,7,Home,
REG,11,NO,NE,7,7,Home,
REG,11,TB,BUF,7,7,Home,
REG,11,ARI,HOU,7,7,Home,
REG,11,LA,IND,7,7,Home,
REG,11,SEA,TEN,7,7,Home,
REG,11,SF,JAX,7,7,Home,
REG,12,BUF,MIA,7,7,Home,
REG,12,NE,NYJ,7,7,Home,
REG,12,BAL,CIN,7,7,Home,
REG,12,CLE,PIT,7,7,Home,
REG,12,HOU,IND,7,7,Home,
REG,12,JAX,TEN,7,7,Home,
REG,12,DEN,LV,7,7,Home,
REG,12,KC,LAC,7,7,Home,
REG,12,DAL,PHI,7,7,Home,
REG,12,NYG,WAS,7,7,Home,
REG,12,CHI,GB,7,7,Home,
REG,12,DET,MIN,7,7,Home,
REG,12,ATL,NO,7,7,Home,
REG,12,CAR,TB,7,7,Home,
REG,12,ARI,LA,7,7,Home,
REG,12,SEA,SF,7,7,Home,
REG,13,MIA,BUF,7,7,Home,
REG,13,NYJ,NE,7,7,Home,
REG,13,CIN,BAL,7,7,Home,
REG,13,PIT,CLE,7,7,Home,
REG,13,IND,HOU,7,7,Home,
REG,13,TEN,JAX,7,7,Home,
REG,13,LAC,KC,7,7,Home,
REG,13,LV,DEN,7,7,Home,
REG,13,PHI,DAL,7,7,Home,
REG,13,WAS,NYG,7,7,Home,
REG,13,GB,CHI,7,7,Home,
REG,13,MIN,DET,7,7,Home,
REG,13,NO,ATL,7,7,Home,
REG,13,TB,CAR,7,7,Home,
REG,13,LA,ARI,7,7,Home,
REG,13,SF,SEA,7,7,Home,
REG,14,BUF,NE,7,7,Home,
REG,14,MIA,NYJ,7,7,Home,
REG,14,BAL,CLE,7,7,Home,
REG,14,CIN,PIT,7,7,Home,
REG,14,HOU,TEN,7,7,Home,
REG,14,IND,JAX,7,7,Home,
REG,14,DEN,LAC,7,7,Home,
REG,14,KC,LV,7,7,Home,
REG,14,DAL,WAS,7,7,Home,
REG,14,NYG,PHI,7,7,Home,
REG,14,CHI,DET,7,7,Home,
REG,14,GB,MIN,7,7,Home,
REG,14,ATL,CAR,7,7,Home,
REG,14,NO,TB,7,7,Home,
REG,14,ARI,SEA,7,7,Home,
REG,14,LA,SF,7,7,Home,
REG,15,NE,BUF,7,7,Home,
REG,15,NYJ,MIA,7,7,Home,
REG,15,CLE,BAL,7,7,Home,
REG,15,PIT,CIN,7,7,Home,
REG,15,JAX,IND,7,7,Home,
REG,15,TEN,HOU,7,7,Home,
REG,15,LAC,DEN,7,7,Home,
REG,15,LV,KC,7,7,Home,
REG,15,PHI,NYG,7,7,Home,
REG,15,WAS,DAL,7,7,Home,
REG,15,DET,CHI,7,7,Home,
REG,15,MIN,GB,7,7,Home,
REG,15,CAR,ATL,7,7,Home,
REG,15,TB,NO,7,7,Home,
REG,15,SEA,ARI,7,7,Home,
REG,15,SF,LA,7,7,Home,
REG,16,BUF,NYJ,7,7,Home,
REG,16,MIA,NE,7,7,Home,
REG,16,BAL,PIT,7,7,Home,
REG,16,CIN,CLE,7,7,Home,
REG,16,HOU,JAX,7,7,Home,
REG,16,IND,TEN,7,7,Home,
REG,16,DEN,KC,7,7,Home,
REG,16,LAC,LV,7,7,Home,
REG,16,DAL,NYG,7,7,Home,
REG,16,PHI,WAS,7,7,Home,
REG,16,CHI,MIN,7,7,Home,
REG,16,DET,GB,7,7,Home,
REG,16,ATL,TB,7,7,Home,
REG,16,CAR,NO,7,7,Home,
REG,16,ARI,SF,7,7,Home,
REG,16,LA,SEA,7,7,Home,
REG,17,NE,MIA,7,7,Home,
REG,17,NYJ,BUF,7,7,Home,
REG,17,CLE,CIN,7,7,Home,
REG,17,PIT,BAL,7,7,Home,
REG,17,JAX,HOU,7,7,Home,
REG,17,TEN,IND,7,7,Home,
REG,17,KC,DEN,7,7,Home,
REG,17,LV,LAC,7,7,Home,
REG,17,NYG,DAL,7,7,Home,
REG,17,WAS,PHI,7,7,Home,
REG,17,GB,DET,7,7,Home,
REG,17,MIN,CHI,7,7,Home,
REG,17,NO,CAR,7,7,Home,
REG,17,TB,ATL,7,7,Home,
REG,17,SEA,LA,7,7,Home,
REG,17,SF,ARI,7,7,Home,
