game_type,week,away_team,home_team,away_rest,home_rest,location,result
REG,6,SEA,IND,7,7,Home,
REG,7,BAL,DET,7,7,Home,
REG,7,CIN,CHI,7,7,Home,
REG,7,CLE,GB,7,7,Home,
REG,7,PIT,MIN,7,7,Home,
REG,7,IND,SF,7,7,Home,
REG,7,JAX,LA,7,7,Home,
REG,7,DEN,NYG,7,7,Home,
REG,7,LAC,WAS,7,7,Home,
REG,7,DAL,KC,7,7,Home,
REG,7,PHI,LV,7,7,Home,
REG,7,ATL,MIA,7,7,Home,
REG,7,CAR,BUF,7,7,Home,
REG,7,NO,NE,7,7,Home,
REG,7,TB,NYJ,7,7,Home,
REG,7,ARI,TEN,7,7,Home,
REG,7,SEA,HOU,7,7,Home,
REG,8,IND,ARI,7,7,Home,
REG,8,JAX,SEA,7,7,Home,
REG,8,KC,PHI,7,7,Home,
REG,8,LV,DAL,7,7,Home,
REG,8,NYG,LAC,7,7,Home,
REG,8,WAS,DEN,7,7,Home,
REG,8,CHI,CLE,7,7,Home,
REG,8,DET,PIT,7,7,Home,
REG,8,GB,CIN,7,7,Home,
REG,8,MIN,BAL,7,7,Home,
REG,8,ATL,BUF,7,7,Home,
REG,8,CAR,MIA,7,7,Home,
REG,8,NO,NYJ,7,7,Home,
REG,8,TB,NE,7,7,Home,
REG,8,LA,HOU,7,7,Home,
REG,8,SF,TEN,7,7,Home,
REG,9,DAL,NE,7,7,Home,
REG,9,NYG,MIA,7,7,Home,
REG,9,PHI,NYJ,7,7,Home,
REG,9,WAS,BUF,7,7,Home,
REG,9,CHI,LV,7,7,Home,
REG,9,DET,DEN,7,7,Home,
REG,9,GB,KC,7,7,Home,
REG,9,MIN,LAC,7,7,Home,
REG,9,ATL,JAX,7,7,Home,
REG,9,CAR,HOU,7,7,Home,
REG,9,NO,TEN,7,7,Home,
REG,9,TB,IND,7,7,Home,
REG,9,ARI,CLE,7,7,Home,
REG,9,LA,BAL,7,7,Home,
REG,9,SEA,PIT,7,7,Home,
REG,9,SF,CIN,7,7,Home,
REG,10,BUF,KC,7,7,Home,
REG,10,NYJ,DEN,7,7,Home,
REG,10,JAX,CIN,7,7,Home,
REG,10,HOU,CLE,7,7,Home,
REG,10,IND,BAL,7,7,Home,
REG,10,TEN,PIT,7,7,Home,
REG,10,NE,LAC,7,7,Home,
REG,10,MIA,LV,7,7,Home,
REG,10,ARI,DAL,7,7,Home,
REG,10,SEA,WAS,7,7,Home,
REG,10,CHI,TB,7,7,Home,
REG,10,MIN,CAR,7,7,Home,
REG,10,DET,ATL,7,7,Home,
REG,10,GB,NO,7,7,Home,
REG,10,LA,NYG,7,7,Home,
REG,10,SF,PHI,7,7,Home,
REG,11,PIT,BUF,7,7,Home,
REG,11,BAL,MIA,7,7,Home,
REG,11,CLE,NE,7,7,Home,
REG,11,CIN,NYJ,7,7,Home,
REG,11,KC,TEN,7,7,Home,
REG,11,DEN,JAX,7,7,Home,
REG,11,LAC,HOU,7,7,Home,
REG,11,LV,IND,7,7,Home,
REG,11,PHI,DET,7,7,Home,
REG,11,NYG,CHI,7,7,Home,
REG,11,WAS,GB,7,7,Home,
REG,11,DAL,MIN,7,7,Home,
REG,11,CAR,ARI,7,7,Home,
REG,11,TB,LA,7,7,Home,
REG,11,NO,SEA,7,7,Home,
REG,11,ATL,SF,7,7,Home,
REG,12,BUF,MIA,7,7,Home,
REG,12,NE,NYJ,7,7,Home,
REG,12,BAL,PIT,7,7,Home,
REG,12,CIN,CLE,7,7,Home,
REG,12,HOU,JAX,7,7,Home,
REG,12,IND,TEN,7,7,Home,
REG,12,DEN,LAC,7,7,Home,
REG,12,KC,LV,7,7,Home,
REG,12,DAL,PHI,7,7,Home,
REG,12,NYG,WAS,7,7,Home,
REG,12,CHI,GB,7,7,Home,
REG,12,DET,MIN,7,7,Home,
REG,12,ATL,CAR,7,7,Home,
REG,12,NO,TB,7,7,Home,
REG,12,ARI,SF,7,7,Home,
REG,12,LA,SEA,7,7,Home,
REG,13,NE,BUF,7,7,Home,
REG,13,NYJ,MIA,7,7,Home,
REG,13,CIN,BAL,7,7,Home,
REG,13,PIT,CLE,7,7,Home,
REG,13,JAX,IND,7,7,Home,
REG,13,TEN,HOU,7,7,Home,
REG,13,LAC,KC,7,7,Home,
REG,13,LV,DEN,7,7,Home,
REG,13,PHI,NYG,7,7,Home,
REG,13,WAS,DAL,7,7,Home,
REG,13,DET,CHI,7,7,Home,
REG,13,MIN,GB,7,7,Home,
REG,13,NO,CAR,7,7,Home,
REG,13,TB,ATL,7,7,Home,
REG,13,SEA,ARI,7,7,Home,
REG,13,SF,LA,7,7,Home,
REG,14,BUF,NYJ,7,7,Home,
REG,14,MIA,NE,7,7,Home,
REG,14,BAL,CLE,7,7,Home,
REG,14,CIN,PIT,7,7,Home,
REG,14,HOU,IND,7,7,Home,
REG,14,JAX,TEN,7,7,Home,
REG,14,DEN,KC,7,7,Home,
REG,14,LAC,LV,7,7,Home,
REG,14,DAL,NYG,7,7,Home,
REG,14,PHI,WAS,7,7,Home,
REG,14,CHI,MIN,7,7,Home,
REG,14,DET,GB,7,7,Home,
REG,14,ATL,NO,7,7,Home,
REG,14,CAR,TB,7,7,Home,
REG,14,ARI,LA,7,7,Home,
REG,14,SEA,SF,7,7,Home,
REG,15,MIA,BUF,7,7,Home,
REG,15,NYJ,NE,7,7,Home,
REG,15,CLE,CIN,7,7,Home,
REG,15,PIT,BAL,7,7,Home,
REG,15,JAX,HOU,7,7,Home,
REG,15,TEN,IND,7,7,Home,
REG,15,LAC,DEN,7,7,Home,
REG,15,LV,KC,7,7,Home,
REG,15,PHI,DAL,7,7,Home,
REG,15,WAS,NYG,7,7,Home,
REG,15,GB,CHI,7,7,Home,
REG,15,MIN,DET,7,7,Home,
REG,15,CAR,ATL,7,7,Home,
REG,15,TB,NO,7,7,Home,
REG,15,SEA,LA,7,7,Home,
REG,15,SF,ARI,7,7,Home,
REG,16,BUF,NE,7,7,Home,
REG,16,MIA,NYJ,7,7,Home,
REG,16,BAL,CIN,7,7,Home,
REG,16,CLE,PIT,7,7,Home,
REG,16,HOU,TEN,7,7,Home,
REG,16,IND,JAX,7,7,Home,
REG,16,DEN,LV,7,7,Home,
REG,16,KC,LAC,7,7,Home,
REG,16,DAL,WAS,7,7,Home,
REG,16,NYG,PHI,7,7,Home,
REG,16,CHI,DET,7,7,Home,
REG,16,GB,MIN,7,7,Home,
REG,16,ATL,TB,7,7,Home,
REG,16,CAR,NO,7,7,Home,
REG,16,ARI,SEA,7,7,Home,
REG,16,LA,SF,7,7,Home,
REG,17,NE,MIA,7,7,Home,
REG,17,NYJ,BUF,7,7,Home,
REG,17,CLE,BAL,7,7,Home,
REG,17,PIT,CIN,7,7,Home,
REG,17,IND,HOU,7,7,Home,
REG,17,TEN,JAX,7,7,Home,
REG,17,KC,DEN,7,7,Home,
REG,17,LV,LAC,7,7,Home,
REG,17,NYG,DAL,7,7,Home,
REG,17,WAS,PHI,7,7,Home,
REG,17,GB,DET,7,7,Home,
REG,17,MIN,CHI,7,7,Home,
REG,17,NO,ATL,7,7,Home,
REG,17,TB,CAR,7,7,Home,
REG,17,LA,ARI,7,7,Home,
REG,17,SF,SEA,7,7,Home,
