game_type,week,away_team,home_team,away_rest,home_rest,location,result
REG,8,MIN,MIA,7,7,Home,
REG,8,CAR,CIN,7,7,Home,
REG,8,NO,CLE,7,7,Home,
REG,8,SEA,KC,7,7,Home,
REG,8,SF,LV,7,7,Home,
REG,9,BUF,LA,7,7,Home,
REG,9,MIA,SF,7,7,Home,
REG,9,NE,ARI,7,7,Home,
REG,9,NYJ,SEA,7,7,Home,
REG,9,BAL,NYG,7,7,Home,
REG,9,CIN,DAL,7,7,Home,
REG,9,CLE,WAS,7,7,Home,
REG,9,PIT,PHI,7,7,Home,
REG,9,HOU,CHI,7,7,Home,
REG,9,IND,MIN,7,7,Home,
REG,9,JAX,DET,7,7,Home,
REG,9,TEN,GB,7,7,Home,
REG,9,DEN,CAR,7,7,Home,
REG,9,KC,TB,7,7,Home,
REG,9,LAC,ATL,7,7,Home,
REG,9,LV,NO,7,7,Home,
REG,10,HOU,MIA,7,7,Home,
REG,10,NYJ,JAX,7,7,Home,
REG,10,KC,CIN,7,7,Home,
REG,10,LV,PIT,7,7,Home,
REG,10,IND,NE,7,7,Home,
REG,10,TEN,BUF,7,7,Home,
REG,10,BAL,DEN,7,7,Home,
REG,10,LAC,CLE,7,7,Home,
REG,10,CAR,NYG,7,7,Home,
REG,10,NO,PHI,7,7,Home,
REG,10,CHI,SF,7,7,Home,
REG,10,LA,GB,7,7,Home,
REG,10,WAS,ATL,7,7,Home,
REG,10,TB,DAL,7,7,Home,
REG,10,ARI,MIN,7,7,Home,
REG,10,SEA,DET,7,7,Home,
REG,11,MIA,LAC,7,7,Home,
REG,11,NE,LV,7,7,Home,
REG,11,JAX,BAL,7,7,Home,
REG,11,CIN,TEN,7,7,Home,
REG,11,CLE,HOU,7,7,Home,
REG,11,PIT,IND,7,7,Home,
REG,11,DEN,NYJ,7,7,Home,
REG,11,BUF,KC,7,7,Home,
REG,11,ATL,CHI,7,7,Home,
REG,11,DET,CAR,7,7,Home,
REG,11,MIN,NO,7,7,Home,
REG,11,GB,TB,7,7,Home,
REG,11,PHI,ARI,7,7,Home,
REG,11,DAL,LA,7,7,Home,
REG,11,NYG,SEA,7,7,Home,
REG,11,SF,WAS,7,7,Home,
REG,12,BUF,NE,7,7,Home,
REG,12,MIA,NYJ,7,7,Home,
REG,12,BAL,CLE,7,7,Home,
REG,12,CIN,PIT,7,7,Home,
REG,12,HOU,JAX,7,7,Home,
REG,12,IND,TEN,7,7,Home,
REG,12,DEN,LAC,7,7,Home,
REG,12,KC,LV,7,7,Home,
REG,12,DAL,PHI,7,7,Home,
REG,12,NYG,WAS,7,7,Home,
REG,12,CHI,DET,7,7,Home,
REG,12,GB,MIN,7,7,Home,
REG,12,ATL,CAR,7,7,Home,
REG,12,NO,TB,7,7,Home,
REG,12,ARI,LA,7,7,Home,
REG,12,SEA,SF,7,7,Home,
REG,13,MIA,BUF,7,7,Home,
REG,13,NYJ,NE,7,7,Home,
REG,13,CLE,CIN,7,7,Home,
REG,13,PIT,BAL,7,7,Home,
REG,13,JAX,IND,7,7,Home,
REG,13,TEN,HOU,7,7,Home,
REG,13,LAC,KC,7,7,Home,
REG,13,LV,DEN,7,7,Home,
REG,13,PHI,NYG,7,7,Home,
REG,13,WAS,DAL,7,7,Home,
REG,13,GB,CHI,7,7,Home,
REG,13,MIN,DET,7,7,Home,
REG,13,NO,CAR,7,7,Home,
REG,13,TB,ATL,7,7,Home,
REG,13,SEA,ARI,7,7,Home,
REG,13,SF,LA,7,7,Home,
REG,14,BUF,NYJ,7,7,Home,
REG,14,MIA,NE,7,7,Home,
REG,14,BAL,CIN,7,7,Home,
REG,14,CLE,PIT,7,7,Home,
REG,14,HOU,IND,7,7,Home,
REG,14,JAX,TEN,7,7,Home,
REG,14,DEN,KC,7,7,Home,
REG,14,LAC,LV,7,7,Home,
REG,14,DAL,NYG,7,7,Home,
REG,14,PHI,WAS,7,7,Home,
REG,14,CHI,MIN,7,7,Home,
REG,14,DET,GB,7,7,Home,
REG,14,ATL,NO,7,7,Home,
REG,14,CAR,TB,7,7,Home,
REG,14,ARI,SF,7,7,Home,
REG,14,LA,SEA,7,7,Home,
REG,15,NE,BUF,7,7,Home,
REG,15,NYJ,MIA,7,7,Home,
REG,15,CLE,BAL,7,7,Home,
REG,15,PIT,CIN,7,7,Home,
REG,15,JAX,HOU,7,7,Home,
REG,15,TEN,IND,7,7,Home,
REG,15,LAC,DEN,7,7,Home,
REG,15,LV,KC,7,7,Home,
REG,15,PHI,DAL,7,7,Home,
REG,15,WAS,NYG,7,7,Home,
REG,15,DET,CHI,7,7,Home,
REG,15,MIN,GB,7,7,Home,
REG,15,CAR,ATL,7,7,Home,
REG,15,TB,NO,7,7,Home,
REG,15,LA,ARI,7,7,Home,
REG,15,SF,SEA,7,7,Home,
REG,16,BUF,MIA,7,7,Home,
REG,16,NE,NYJ,7,7,Home,
REG,16,BAL,PIT,7,7,Home,
REG,16,CIN,CLE,7,7,Home,
REG,16,HOU,TEN,7,7,Home,
REG,16,IND,JAX,7,7,Home,
REG,16,DEN,LV,7,7,Home,
REG,16,KC,LAC,7,7,Home,
REG,16,DAL,WAS,7,7,Home,
REG,16,NYG,PHI,7,7,Home,
REG,16,CHI,GB,7,7,Home,
REG,16,DET,MIN,7,7,Home,
REG,16,ATL,TB,7,7,Home,
REG,16,CAR,NO,7,7,Home,
REG,16,ARI,SEA,7,7,Home,
REG,16,LA,SF,7,7,Home,
REG,17,NE,MIA,7,7,Home,
REG,17,NYJ,BUF,7,7,Home,
REG,17,CIN,BAL,7,7,Home,
REG,17,PIT,CLE,7,7,Home,
REG,17,IND,HOU,7,7,Home,
REG,17,TEN,JAX,7,7,Home,
REG,17,KC,DEN,7,7,Home,
REG,17,LV,LAC,7,7,Home,
REG,17,NYG,DAL,7,7,Home,
REG,17,WAS,PHI,7,7,Home,
REG,17,GB,DET,7,7,Home,
REG,17,MIN,CHI,7,7,Home,
REG,17,NO,ATL,7,7,Home,
REG,17,TB,CAR,7,7,Home,
REG,17,SEA,LA,7,7,Home,
REG,17,SF,ARI,7,7,Home,
