trade_id,season,trade_date,gave,received,pick_season,pick_round,pick_number,conditional,pfr_id,pfr_name
1121,2016,2016-03-15,ARI,NE,2016,2,61,0,BellVo00,Vonn Bell
1121,2016,2016-03-15,NE,ARI,,,,,JoneCh03,Chler Jones
1120,2016,2016-03-17,CHI,NE,,,,,BennMa00,Martellus Bennett
1120,2016,2016-03-17,CHI,NE,2016,6,204,0,LucaJo00,Jordan Lucas
1120,2016,2016-03-17,NE,CHI,2016,4,127,0,HallDe02,Deiondre' Hall
1143,2016,2016-04-14,STL,TEN,2016,1,15,0,ColeCo00,Corey Coleman
1143,2016,2016-04-14,STL,TEN,2016,2,43,0,JohnAu01,Austin Johnson
1143,2016,2016-04-14,STL,TEN,2016,2,45,0,HenrDe00,Derrick Henry
1143,2016,2016-04-14,STL,TEN,2016,3,76,0,ColeSh00,Shon Coleman
1143,2016,2016-04-14,STL,TEN,2017,1,5,0,DaviCo03,Corey Davis
1143,2016,2016-04-14,STL,TEN,2017,3,100,0,SmitJo01,Jonnu Smith
1143,2016,2016-04-14,TEN,STL,2016,1,1,0,GoffJa00,Jared Goff
1143,2016,2016-04-14,TEN,STL,2016,4,113,0,KwiaNi00,Nick Kwiatkoski
1143,2016,2016-04-14,TEN,STL,2016,6,177,0,HemiTe00,Temarrick Hemingway
1144,2016,2016-04-20,CLE,PHI,2016,1,2,0,WentCa00,Carson Wentz
1144,2016,2016-04-20,CLE,PHI,2017,4,139,0,ChesJe00,Jehu Chesson
1144,2016,2016-04-20,PHI,CLE,2016,1,8,0,ConkJa00,Jack Conklin
1144,2016,2016-04-20,PHI,CLE,2016,3,77,0,WorlDa00,Daryl Worley
1144,2016,2016-04-20,PHI,CLE,2016,4,100,0,CookCo00,Connor Cook
1144,2016,2016-04-20,PHI,CLE,2017,1,12,0,WatsDe00,Deshaun Watson
1144,2016,2016-04-20,PHI,CLE,2018,2,64,0,LewiTy00,Tyquan Lewis
1145,2016,2016-04-28,CLE,TEN,2016,1,8,0,ConkJa00,Jack Conklin
1145,2016,2016-04-28,CLE,TEN,2016,6,176,0,JanoAn00,Andy Janovich
1145,2016,2016-04-28,TEN,CLE,2016,1,15,0,ColeCo00,Corey Coleman
1145,2016,2016-04-28,TEN,CLE,2016,3,76,0,ColeSh00,Shon Coleman
1145,2016,2016-04-28,TEN,CLE,2017,2,52,0,KizeDe00,DeShone Kizer
1146,2016,2016-04-28,CHI,TB,2016,1,11,0,HargVe00,Vernon Hargreaves
1146,2016,2016-04-28,CHI,TB,2016,4,106,0,MurrEr00,Eric Murray
1146,2016,2016-04-28,TB,CHI,2016,1,9,0,FloyLe00,Leonard Floyd
1147,2016,2016-04-28,HOU,WAS,2016,1,22,0,DoctJo00,Josh Doctson
1147,2016,2016-04-28,HOU,WAS,2017,6,209,0,DaviRo00,Robert Davis
1147,2016,2016-04-28,WAS,HOU,2016,1,21,0,FullWi01,Will Fuller
1148,2016,2016-04-28,DEN,SEA,2016,1,31,0,IfedGe00,Germain Ifedi
1148,2016,2016-04-28,DEN,SEA,2016,3,94,0,VannNi00,Nick Vannett
1148,2016,2016-04-28,SEA,DEN,2016,1,26,0,LyncPa00,Paxton Lynch
1149,2016,2016-04-28,KC,SF,2016,1,28,0,GarnJo00,Joshua Garnett
1149,2016,2016-04-28,SF,KC,2016,2,37,0,JoneCh09,Chris Jones
1149,2016,2016-04-28,SF,KC,2016,4,105,0,EhinPa00,Parker Ehinger
1149,2016,2016-04-28,SF,KC,2016,6,178,0,WhitD.00,D.J. White
1150,2016,2016-04-29,MIA,MIN,2016,6,186,0,GranJa00,Jakeem Grant
1150,2016,2016-04-29,MIA,MIN,2017,3,86,0,HuntKa00,Kareem Hunt
1150,2016,2016-04-29,MIA,MIN,2017,4,128,0,MaloJo00,Josh Malone
1150,2016,2016-04-29,MIN,MIA,2016,3,86,0,CarrLe00,Leonte Carroo
1151,2016,2016-04-29,CAR,CLE,2016,3,93,0,KessCo00,Cody Kessler
1151,2016,2016-04-29,CAR,CLE,2016,4,129,0,KindDe00,Derrick Kindred
1151,2016,2016-04-29,CAR,CLE,2016,5,168,0,DranSp00,Spencer Drango
1151,2016,2016-04-29,CLE,CAR,2016,3,77,0,WorlDa00,Daryl Worley
1151,2016,2016-04-29,CLE,CAR,2016,5,141,0,SancZa00,Zack Sanchez
1152,2016,2016-04-29,NE,NO,2016,2,61,0,BellVo00,Vonn Bell
1152,2016,2016-04-29,NO,NE,2016,3,78,0,ThunJo00,Joe Thuney
1152,2016,2016-04-29,NO,NE,2016,4,112,0,MitcMa01,Malcolm Mitchell
1153,2016,2016-04-29,KC,TB,2016,2,59,0,AguaRo00,Roberto Aguayo
1153,2016,2016-04-29,TB,KC,2016,3,74,0,RussKe00,KeiVarae Russell
1153,2016,2016-04-29,TB,KC,2016,4,106,0,MurrEr00,Eric Murray
1154,2016,2016-04-29,ATL,HOU,2016,2,50,0,MartNi00,Nick Martin
1154,2016,2016-04-29,HOU,ATL,2016,2,52,0,JoneDe01,Deion Jones
1154,2016,2016-04-29,HOU,ATL,2016,6,195,0,SchwWe00,Wes Schweitzer
1155,2016,2016-04-29,CHI,SEA,2016,2,49,0,ReedJa02,Jarran Reed
1155,2016,2016-04-29,SEA,CHI,2016,2,56,0,WhitCo03,Cody Whitehair
1155,2016,2016-04-29,SEA,CHI,2016,4,124,0,BushDe00,Deon Bush
1156,2016,2016-04-29,GB,IND,2016,2,57,0,GreeT.00,T.J. Green
1156,2016,2016-04-29,GB,IND,2016,4,125,0,MorrAn01,Antonio Morrison
1156,2016,2016-04-29,GB,IND,2016,7,248,0,BlytAu00,Austin Blythe
1156,2016,2016-04-29,IND,GB,2016,2,48,0,SpriJa00,Jason Spriggs
1157,2016,2016-04-29,BUF,CHI,2016,2,49,0,ReedJa02,Jarran Reed
1157,2016,2016-04-29,BUF,CHI,2016,4,117,0,CoopPh00,Pharoh Cooper
1157,2016,2016-04-29,BUF,CHI,2017,4,117,0,ReynJo00,Josh Reynolds
1157,2016,2016-04-29,CHI,BUF,2016,2,41,0,RaglRe00,Reggie Ragland
1158,2016,2016-04-29,BAL,MIA,2016,2,38,0,HowaXa00,Xavien Howard
1158,2016,2016-04-29,MIA,BAL,2016,2,42,0,CorrKa00,Kamalei Correa
1158,2016,2016-04-29,MIA,BAL,2016,4,107,0,MoorCh00,Chris Moore
1159,2016,2016-04-29,BAL,JAX,2016,2,36,0,JackMy00,Myles Jack
1159,2016,2016-04-29,JAX,BAL,2016,2,38,0,HowaXa00,Xavien Howard
1159,2016,2016-04-29,JAX,BAL,2016,5,146,0,JudoMa00,Matt Judon
1160,2016,2016-04-30,CLE,MIA,2016,7,222,0,WallAa00,Aaron Wallace
1160,2016,2016-04-30,MIA,CLE,,,,,TaylJa01,Jamar Taylor
1160,2016,2016-04-30,MIA,CLE,2016,7,249,0,IworPr00,Prince Charles Iworah
1161,2016,2016-04-30,MIN,PHI,2016,6,196,0,CounBl00,Blake Countess
1161,2016,2016-04-30,MIN,PHI,2016,7,240,0,McCaAl00,Alex McCalister
1161,2016,2016-04-30,PHI,MIN,2016,6,188,0,MorgDa01,David Morgan
1162,2016,2016-04-30,MIA,MIN,2016,6,196,0,CounBl00,Blake Countess
1162,2016,2016-04-30,MIA,MIN,2016,7,227,0,WeatSt00,Stephen Weatherly
1162,2016,2016-04-30,MIN,MIA,2016,6,186,0,GranJa00,Jakeem Grant
1163,2016,2016-04-30,NYJ,WAS,2017,4,114,0,PeriSa00,Samaje Perine
1163,2016,2016-04-30,WAS,NYJ,2016,5,158,0,ShelBr00,Brandon Shell
1164,2016,2016-04-30,DEN,TEN,2016,5,157,0,SimsLe00,LeShaun Sims
1164,2016,2016-04-30,DEN,TEN,2016,7,253,0,ReedKa00,Kalan Reed
1164,2016,2016-04-30,TEN,DEN,2016,6,176,0,JanoAn00,Andy Janovich
1164,2016,2016-04-30,TEN,DEN,2017,6,203,0,HendDe01,De'Angelo Henderson
1165,2016,2016-04-30,NE,SEA,2016,5,147,0,JeffQu00,Quinton Jefferson
1165,2016,2016-04-30,NE,SEA,2016,7,243,0,LawlKe00,Kenny Lawler
1165,2016,2016-04-30,SEA,NE,2016,7,225,0,LuciDe00,Devin Lucien
1165,2016,2016-04-30,SEA,NE,2017,4,131,0,WiseDe00,Deatrich Wise
1166,2016,2016-04-30,MIA,NE,2016,5,147,0,JeffQu00,Quinton Jefferson
1166,2016,2016-04-30,NE,MIA,2016,6,196,0,CounBl00,Blake Countess
1166,2016,2016-04-30,NE,MIA,2016,6,204,0,LucaJo00,Jordan Lucas
1166,2016,2016-04-30,NE,MIA,2016,7,250,0,WrigSc00,Scooby Wright
1167,2016,2016-04-30,NO,WAS,2016,5,152,0,IoanMa01,Matthew Ioannidis
1167,2016,2016-04-30,NO,WAS,2017,5,154,0,SpriJe00,Jeremy Sprinkle
1167,2016,2016-04-30,WAS,NO,2016,4,120,0,OnyeDa00,David Onyemata
1168,2016,2016-04-30,CHI,STL,2016,4,117,0,CoopPh00,Pharoh Cooper
1168,2016,2016-04-30,CHI,STL,2016,6,206,0,ThomMi04,Mike Thomas
1168,2016,2016-04-30,STL,CHI,2016,4,113,0,KwiaNi00,Nick Kwiatkoski
1169,2016,2016-04-30,CLE,OAK,2016,4,100,0,CookCo00,Connor Cook
1169,2016,2016-04-30,OAK,CLE,2016,4,114,0,LouiRi00,Ricardo Louis
1169,2016,2016-04-30,OAK,CLE,2016,5,154,0,PaytJo00,Jordan Payton
1171,2016,2016-08-16,PHI,TEN,,,,,KellDe00,Dennis Kelly
1171,2016,2016-08-16,TEN,PHI,,,,,GreeDo00,Dorial Green-Beckham
1172,2016,2016-08-25,CLE,NE,,,,,MingBa00,Barkevious Mingo
1172,2016,2016-08-25,NE,CLE,2017,5,175,0,YancDe00,DeAngelo Yancey
1173,2016,2016-08-27,KC,SF,2018,7,240,0,JameRi00,Richie James
1173,2016,2016-08-27,SF,KC,,,,,AckeKe00,Kenneth Acker
1174,2016,2016-08-29,DET,SF,,,,,ThomBr02,Brandon Thomas
1174,2016,2016-08-29,SF,DET,,,,,KerlJe00,Jeremy Kerley
1175,2016,2016-08-29,CAR,CLE,,,,,RedfKa00,Kasey Redfern
1175,2016,2016-08-29,CAR,CLE,2018,4,123,0,SmytDu00,Durham Smythe
1175,2016,2016-08-29,CLE,CAR,,,,,LeexAn20,Andy Lee
1175,2016,2016-08-29,CLE,CAR,2017,7,233,0,ButkHa00,Harrison Butker
1176,2016,2016-08-30,MIA,NO,,,,,McCaCh00,Chris McCain
1176,2016,2016-08-30,NO,MIA,2017,7,,1,,
1177,2016,2016-08-30,BUF,GB,2018,7,239,0,BradHu00,Hunter Bradley
1177,2016,2016-08-30,GB,BUF,,,,,McCrLe01,Lerentee McCray
1178,2016,2016-09-02,ARI,KC,2018,7,233,0,MailJo00,Jordan Mailata
1178,2016,2016-09-02,KC,ARI,,,,,CoopMa00,Marcus Cooper
1179,2016,2016-09-02,CLE,PIT,,,,,GilbJu00,Justin Gilbert
1179,2016,2016-09-02,PIT,CLE,2018,6,202,0,CichJa00,Jack Cichy
1170,2016,2016-09-03,MIN,PHI,2017,1,14,0,BarnDe01,Derek Barnett
1170,2016,2016-09-03,MIN,PHI,2018,4,130,0,SweaJo00,Josh Sweat
1170,2016,2016-09-03,PHI,MIN,,,,,BradSa00,Sam Bradford
1180,2016,2016-09-03,OAK,SEA,,,,,McDoDe01,Dewey McDonald
1180,2016,2016-09-03,SEA,OAK,2017,7,244,0,HestTr00,Treyvon Hester
1181,2016,2016-09-03,KC,SF,,,,,StreRo00,Rod Streater
1181,2016,2016-09-03,SF,KC,2019,7,216,0,AlleNi00,Nick Allegretti
1182,2016,2016-09-06,NE,PHI,2018,4,131,0,BallKa00,Kalen Ballage
1182,2016,2016-09-06,PHI,NE,,,,,RoseEr00,Eric Rowe
1183,2016,2016-10-18,GB,KC,2018,,,1,,
1183,2016,2016-10-18,KC,GB,,,,,DaviKn00,Knile Davis
1184,2016,2016-10-25,DEN,NE,,,,,DerbA.00,AJ Derby
1184,2016,2016-10-25,NE,DEN,2017,5,163,0,MilaMa00,Matt Milano
1185,2016,2016-10-25,DET,NE,,,,,VanNKy00,Kyle Van Noy
1185,2016,2016-10-25,DET,NE,2017,7,239,0,BrowNo00,Noah Brown
1185,2016,2016-10-25,NE,DET,2017,6,215,0,KaayBr00,Brad Kaaya
1186,2016,2016-10-31,CLE,NE,2017,3,96,0,GollKe00,Kenny Golladay
1186,2016,2016-10-31,NE,CLE,,,,,CollJa00,Jamie Collins
1187,2016,2016-11-01,DET,TB,2018,,,1,,
1187,2016,2016-11-01,TB,DET,,,,,BankJo00,Johnathan Banks
1188,2017,2017-03-09,LA,MIA,,,,,HayeWi99,William Hayes
1188,2017,2017-03-09,LA,MIA,2017,7,223,0,TuikSt00,Stevie Tu'ikolovatu
1188,2017,2017-03-09,MIA,LA,2017,6,206,0,RogeSa00,Sam Rogers
1189,2017,2017-03-09,IND,NE,,,,,AlleDw00,Dwayne Allen
1189,2017,2017-03-09,IND,NE,2017,6,200,0,BisnAd00,Adam Bisnowaty
1189,2017,2017-03-09,NE,IND,2017,4,137,0,BannZa00,Zach Banner
1190,2017,2017-03-09,JAX,MIA,2018,,,1,,
1190,2017,2017-03-09,MIA,JAX,,,,,AlbeBr20,Branden Albert
1191,2017,2017-03-09,JAX,MIA,,,,,ThomJu00,Julius Thomas
1191,2017,2017-03-09,MIA,JAX,2017,7,240,0,WillMa09,Marquez Williams
1192,2017,2017-03-09,CLE,HOU,2017,4,142,0,WatkCa00,Carlos Watkins
1192,2017,2017-03-09,HOU,CLE,,,,,OsweBr00,Brock Osweiler
1192,2017,2017-03-09,HOU,CLE,2017,6,188,0,McGuEl00,Elijah McGuire
1192,2017,2017-03-09,HOU,CLE,2018,2,35,0,ChubNi00,Nick Chubb
1193,2017,2017-03-10,NE,NO,2017,1,32,0,RamcRy00,Ryan Ramczyk
1193,2017,2017-03-10,NE,NO,2017,3,103,0,HendTr00,Trey Hendrickson
1193,2017,2017-03-10,NO,NE,,,,,CookBr00,Brandin Cooks
1193,2017,2017-03-10,NO,NE,2017,4,118,0,HollMa00,Mack Hollins
1194,2017,2017-03-10,CAR,NE,,,,,EalyKo00,Kony Ealy
1194,2017,2017-03-10,CAR,NE,2017,3,72,0,TaylTa00,Taywan Taylor
1194,2017,2017-03-10,NE,CAR,2017,2,64,0,MotoTa00,Taylor Moton
1195,2017,2017-04-27,CHI,SF,2017,1,3,0,ThomSo00,Solomon Thomas
1195,2017,2017-04-27,CHI,SF,2017,3,67,0,KamaAl00,Alvin Kamara
1195,2017,2017-04-27,CHI,SF,2017,4,111,0,ThomTe00,Tedric Thompson
1195,2017,2017-04-27,CHI,SF,2018,3,70,0,WarnFr00,Fred Warner
1195,2017,2017-04-27,SF,CHI,2017,1,2,0,TrubMi00,Mitchell Trubisky
1196,2017,2017-04-27,BUF,KC,2017,1,10,0,MahoPa00,Patrick Mahomes
1196,2017,2017-04-27,KC,BUF,2017,1,27,0,WhitTr01,Tre'Davious White
1196,2017,2017-04-27,KC,BUF,2017,3,91,0,JohnJo10,John Johnson
1196,2017,2017-04-27,KC,BUF,2018,1,22,0,EvanRa01,Rashaan Evans
1197,2017,2017-04-27,CLE,HOU,2017,1,12,0,WatsDe00,Deshaun Watson
1197,2017,2017-04-27,HOU,CLE,2017,1,25,0,PeppJa00,Jabrill Peppers
1197,2017,2017-04-27,HOU,CLE,2018,1,4,0,WardDe02,Denzel Ward
1198,2017,2017-04-27,ATL,SEA,2017,1,31,0,FostRe00,Reuben Foster
1198,2017,2017-04-27,ATL,SEA,2017,3,95,0,HillDe02,Lano Hill
1198,2017,2017-04-27,ATL,SEA,2017,7,249,0,CarsCh00,Chris Carson
1198,2017,2017-04-27,SEA,ATL,2017,1,26,0,McKiTa00,Takkarist McKinley
1199,2017,2017-04-27,CLE,GB,2017,2,33,0,KingKe01,Kevin King
1199,2017,2017-04-27,CLE,GB,2017,4,108,0,BiegVi00,Vince Biegel
1199,2017,2017-04-27,GB,CLE,2017,1,29,0,NjokDa00,David Njoku
1200,2017,2017-04-27,SEA,SF,2017,1,31,0,FostRe00,Reuben Foster
1200,2017,2017-04-27,SF,SEA,2017,2,34,0,RobiCa00,Cam Robinson
1200,2017,2017-04-27,SF,SEA,2017,4,111,0,ThomTe00,Tedric Thompson
1201,2017,2017-04-28,JAX,SEA,2017,2,35,0,McDoMa00,Malik McDowell
1201,2017,2017-04-28,JAX,SEA,2017,6,187,0,TysoMi00,Michael Tyson
1201,2017,2017-04-28,SEA,JAX,2017,2,34,0,RobiCa00,Cam Robinson
1202,2017,2017-04-28,ARI,CHI,2017,2,45,0,ShahAd00,Adam Shaheen
1202,2017,2017-04-28,ARI,CHI,2017,4,119,0,CoheTa00,Tarik Cohen
1202,2017,2017-04-28,ARI,CHI,2017,6,197,0,ClarJe04,Jeremy Clark
1202,2017,2017-04-28,ARI,CHI,2018,4,115,0,IyieJo00,Joel Iyiegbuniwe
1202,2017,2017-04-28,CHI,ARI,2017,2,36,0,BakeBu00,Budda Baker
1203,2017,2017-04-28,BUF,LA,2017,2,44,0,EverGe00,Gerald Everett
1203,2017,2017-04-28,BUF,LA,2017,3,91,0,JohnJo10,John Johnson
1203,2017,2017-04-28,LA,BUF,2017,2,37,0,JoneZa00,Zay Jones
1203,2017,2017-04-28,LA,BUF,2017,5,149,0,KazeDa00,Damontae Kazee
1204,2017,2017-04-28,CIN,MIN,2017,2,41,0,CookDa01,Dalvin Cook
1204,2017,2017-04-28,MIN,CIN,2017,2,48,0,MixoJo00,Joe Mixon
1204,2017,2017-04-28,MIN,CIN,2017,4,128,0,MaloJo00,Josh Malone
1205,2017,2017-04-28,ATL,BUF,2017,2,63,0,DawkDi00,Dion Dawkins
1205,2017,2017-04-28,BUF,ATL,2017,3,75,0,RileDu00,Duke Riley
1205,2017,2017-04-28,BUF,ATL,2017,5,149,0,KazeDa00,Damontae Kazee
1205,2017,2017-04-28,BUF,ATL,2017,5,156,0,HillBr02,Brian Hill
1206,2017,2017-04-28,NO,SF,2017,7,229,0,ColbAd00,Adrian Colbert
1206,2017,2017-04-28,NO,SF,2018,2,59,0,GuicDe00,Derrius Guice
1206,2017,2017-04-28,SF,NO,2017,3,67,0,KamaAl00,Alvin Kamara
1207,2017,2017-04-28,MIN,NYJ,2017,3,79,0,StewAr00,ArDarius Stewart
1207,2017,2017-04-28,MIN,NYJ,2017,5,160,0,JohnRo06,Roderick Johnson
1207,2017,2017-04-28,NYJ,MIN,2017,3,70,0,ElflPa00,Pat Elflein
1208,2017,2017-04-28,NE,TEN,2017,3,72,0,TaylTa00,Taywan Taylor
1208,2017,2017-04-28,NE,TEN,2017,6,200,0,BisnAd00,Adam Bisnowaty
1208,2017,2017-04-28,TEN,NE,2017,3,83,0,RiveDe00,Derek Rivers
1208,2017,2017-04-28,TEN,NE,2017,4,124,0,ReevJa00,Jalen Reeves-Maybin
1209,2017,2017-04-28,ARI,CAR,2017,3,77,0,HallDa01,Daeshon Hall
1209,2017,2017-04-28,CAR,ARI,2017,3,98,0,WillCh05,Chad Williams
1209,2017,2017-04-28,CAR,ARI,2017,4,115,0,JohnDo03,Dorian Johnson
1210,2017,2017-04-28,DET,NE,2017,3,85,0,GarcAn00,Antonio Garcia
1210,2017,2017-04-28,NE,DET,2017,3,96,0,GollKe00,Kenny Golladay
1210,2017,2017-04-28,NE,DET,2017,4,124,0,ReevJa00,Jalen Reeves-Maybin
1211,2017,2017-04-28,KC,MIN,2017,3,104,0,BeatC.00,C.J. Beathard
1211,2017,2017-04-28,KC,MIN,2017,4,132,0,PumpDo00,Donnel Pumphrey
1211,2017,2017-04-28,KC,MIN,2017,7,245,0,TochJa00,Jack Tocho
1211,2017,2017-04-28,MIN,KC,2017,3,86,0,HuntKa00,Kareem Hunt
1212,2017,2017-04-28,MIN,SF,2017,3,104,0,BeatC.00,C.J. Beathard
1212,2017,2017-04-28,SF,MIN,2017,4,109,0,JohnJa09,Jaleel Johnson
1212,2017,2017-04-28,SF,MIN,2017,7,219,0,ColeSt00,Stacy Coley
1213,2017,2017-04-28,NYJ,TB,2017,3,107,0,BeckKe00,Kendell Beckwith
1213,2017,2017-04-28,TB,NYJ,2017,4,125,0,EbukSa00,Samson Ebukam
1213,2017,2017-04-28,TB,NYJ,2017,6,204,0,JoneDe02,Derrick Jones
1214,2017,2017-04-28,KC,NE,,,,,O'ShJa00,James O'Shaughnessy
1214,2017,2017-04-28,KC,NE,2017,6,216,0,WhitMa03,Marquez White
1214,2017,2017-04-28,NE,KC,2017,5,183,0,EligUk00,Ukeme Eligwe
1215,2017,2017-04-29,DEN,SF,,,,,BibbKa00,Kapri Bibbs
1215,2017,2017-04-29,DEN,SF,2017,5,177,0,TaylTr02,Trent Taylor
1215,2017,2017-04-29,SF,DEN,2018,4,109,0,ApkeTr00,Troy Apke
1216,2017,2017-04-29,CHI,LA,2017,4,117,0,ReynJo00,Josh Reynolds
1216,2017,2017-04-29,CHI,LA,2017,6,197,0,ClarJe04,Jeremy Clark
1216,2017,2017-04-29,LA,CHI,2017,4,112,0,JackEd01,Eddie Jackson
1217,2017,2017-04-29,IND,SF,2017,4,121,0,WillJo12,Joe Williams
1217,2017,2017-04-29,SF,IND,2017,4,143,0,MackMa00,Marlon Mack
1217,2017,2017-04-29,SF,IND,2017,5,161,0,WalkAn01,Anthony Walker
1218,2017,2017-04-29,LA,NYJ,2017,4,141,0,HansCh00,Chad Hansen
1218,2017,2017-04-29,LA,NYJ,2017,6,197,0,ClarJe04,Jeremy Clark
1218,2017,2017-04-29,NYJ,LA,2017,4,125,0,EbukSa00,Samson Ebukam
1219,2017,2017-04-29,CLE,DEN,2017,5,145,0,ButtJa00,Jake Butt
1219,2017,2017-04-29,CLE,DEN,2017,5,175,0,YancDe00,DeAngelo Yancey
1219,2017,2017-04-29,DEN,CLE,2017,4,126,0,WilsHo00,Howard Wilson
1219,2017,2017-04-29,DEN,CLE,2017,7,252,0,DayeMa00,Matthew Dayes
1220,2017,2017-04-29,MIN,PHI,2017,4,132,0,PumpDo00,Donnel Pumphrey
1220,2017,2017-04-29,PHI,MIN,2017,4,139,0,ChesJe00,Jehu Chesson
1220,2017,2017-04-29,PHI,MIN,2017,7,230,0,HarvJo01,Josh Harvey-Clemons
1221,2017,2017-04-29,KC,MIN,2017,5,170,0,AdamRo01,Rodney Adams
1221,2017,2017-04-29,KC,MIN,2017,5,180,0,IsidDa00,Danny Isidora
1221,2017,2017-04-29,MIN,KC,2017,4,139,0,ChesJe00,Jehu Chesson
1222,2017,2017-04-29,PHI,TEN,2017,5,155,0,BrowJa06,Jayon Brown
1222,2017,2017-04-29,TEN,PHI,2017,5,164,0,AsiaIs00,Isaac Asiata
1222,2017,2017-04-29,TEN,PHI,2017,6,214,0,QualEl00,Elijah Qualls
1223,2017,2017-04-29,CLE,NYJ,2017,5,181,0,DonaDy00,Dylan Donahue
1223,2017,2017-04-29,CLE,NYJ,2017,6,188,0,McGuEl00,Elijah McGuire
1223,2017,2017-04-29,NYJ,CLE,2017,5,160,0,JohnRo06,Roderick Johnson
1223,2017,2017-04-29,NYJ,CLE,2017,7,224,0,GonzZa00,Zane Gonzalez
1224,2017,2017-04-29,MIA,PHI,2017,5,166,0,GibsSh00,Shelton Gibson
1224,2017,2017-04-29,MIA,PHI,2017,5,184,0,GerrNa00,Nathan Gerry
1224,2017,2017-04-29,PHI,MIA,2017,5,164,0,AsiaIs00,Isaac Asiata
1224,2017,2017-04-29,PHI,MIA,2017,6,194,0,TaylVi00,Vincent Taylor
1225,2017,2017-04-29,DEN,GB,2017,5,175,0,YancDe00,DeAngelo Yancey
1225,2017,2017-04-29,DEN,GB,2017,7,238,0,MaysDe00,Devante Mays
1225,2017,2017-04-29,GB,DEN,2017,5,172,0,McKeIs00,Isaiah McKenzie
1226,2017,2017-04-29,DAL,NYJ,2018,5,157,0,ConkTy00,Tyler Conklin
1226,2017,2017-04-29,NYJ,DAL,2017,6,191,0,WoodXa00,Xavier Woods
1227,2017,2017-04-29,MIN,WAS,2017,6,199,0,RoulCh00,Chase Roullier
1227,2017,2017-04-29,MIN,WAS,2017,7,230,0,HarvJo01,Josh Harvey-Clemons
1227,2017,2017-04-29,WAS,MIN,2017,6,201,0,HodgBu00,Bucky Hodges
1227,2017,2017-04-29,WAS,MIN,2017,7,220,0,OdenIf00,Ifeadi Odenigbo
1228,2017,2017-04-29,NYG,TEN,2017,6,207,0,WilsBr01,Brandon Wilson
1228,2017,2017-04-29,NYG,TEN,2017,7,241,0,MuhaKh00,Khalfani Muhammad
1228,2017,2017-04-29,TEN,NYG,2017,6,200,0,BisnAd00,Adam Bisnowaty
1229,2017,2017-04-29,CIN,TEN,2017,6,217,0,LeviCo00,Corey Levin
1229,2017,2017-04-29,CIN,TEN,2017,7,227,0,CarrJo00,Josh Carraway
1229,2017,2017-04-29,TEN,CIN,2017,6,207,0,WilsBr01,Brandon Wilson
1230,2017,2017-04-29,ARI,OAK,2017,7,221,0,LuanSh00,Shalom Luani
1230,2017,2017-04-29,ARI,OAK,2017,7,231,0,WareJy00,Jylan Ware
1230,2017,2017-04-29,OAK,ARI,2017,6,208,0,FordRu00,Rudy Ford
1231,2017,2017-04-29,DAL,NE,2017,6,211,0,McDeCo00,Conor McDermott
1231,2017,2017-04-29,NE,DAL,2017,6,216,0,WhitMa03,Marquez White
1231,2017,2017-04-29,NE,DAL,2017,7,239,0,BrowNo00,Noah Brown
1232,2017,2017-04-29,MIA,TB,2017,7,223,0,TuikSt00,Stevie Tu'ikolovatu
1232,2017,2017-04-29,TB,MIA,2017,7,237,0,FordIs00,Isaiah Ford
1232,2017,2017-04-29,TB,MIA,2018,7,223,0,TaylJu00,Jullian Taylor
1233,2017,2017-06-01,CLE,NYJ,,,,,DaviDe00,DeMario Davis
1233,2017,2017-06-01,NYJ,CLE,,,,,PryoCa00,Calvin Pryor
1234,2017,2017-06-15,DET,LA,2018,6,194,0,GageRu00,Russell Gage
1234,2017,2017-06-15,LA,DET,,,,,RobiGr01,Greg Robinson
1235,2017,2017-07-26,DEN,PHI,2019,7,222,0,WhytKe00,Kerrith Whyte
1235,2017,2017-07-26,PHI,DEN,,,,,BarbAl20,Allen Barbre
1236,2017,2017-07-26,BUF,LAC,,,,,JoneCa01,Cardale Jones
1236,2017,2017-07-26,LAC,BUF,2019,7,,1,,
1237,2017,2017-07-28,KC,SEA,,,,,AlexD.00,DJ Alexander
1237,2017,2017-07-28,SEA,KC,,,,,PierKe00,Kevin Pierre-Louis
1238,2017,2017-08-11,BUF,LA,,,,,WatkSa00,Sammy Watkins
1238,2017,2017-08-11,BUF,LA,2018,6,195,0,JoseSe00,Sebastian Joseph
1238,2017,2017-08-11,LA,BUF,,,,,GainE.00,EJ Gaines
1238,2017,2017-08-11,LA,BUF,2018,2,56,0,DawsDu00,Duke Dawson
1239,2017,2017-08-11,BUF,PHI,,,,,DarbRo00,Ronald Darby
1239,2017,2017-08-11,PHI,BUF,,,,,MattJo00,Jordan Matthews
1239,2017,2017-08-11,PHI,BUF,2018,3,96,0,PhilHa00,Harrison Phillips
1240,2017,2017-08-22,PHI,SEA,,,,,TobiMa00,Matt Tobin
1240,2017,2017-08-22,PHI,SEA,2018,7,250,0,IzzoRy00,Ryan Izzo
1240,2017,2017-08-22,SEA,PHI,2018,5,156,0,FumaTr00,Troy Fumagalli
1269,2017,2017-08-24,PIT,WAS,,,,,CrowLu00,Lucas Crowley
1269,2017,2017-08-24,WAS,PIT,,,,,PhilDa00,Dashaun Phillips
1268,2017,2017-08-27,NYJ,PHI,,,,,McDoDe00,Dexter McDougle
